Label, X, Y, Image, Width, Height
Person,1484,824,1660572000.jpg,1920,1080
Person,206,822,1660572000.jpg,1920,1080
Person,444,735,1660572000.jpg,1920,1080
Person,510,726,1660572000.jpg,1920,1080
Person,265,690,1660572000.jpg,1920,1080
Person,243,694,1660572000.jpg,1920,1080
Person,327,690,1660572000.jpg,1920,1080
Person,391,661,1660572000.jpg,1920,1080
Person,346,607,1660572000.jpg,1920,1080
Person,352,581,1660572000.jpg,1920,1080
Person,194,658,1660572000.jpg,1920,1080
Person,177,665,1660572000.jpg,1920,1080
Person,64,753,1660572000.jpg,1920,1080
Person,1,628,1660572000.jpg,1920,1080
Person,7,630,1660572000.jpg,1920,1080
Person,45,570,1660572000.jpg,1920,1080
Person,6,581,1660572000.jpg,1920,1080
Person,77,591,1660572000.jpg,1920,1080
Person,74,612,1660572000.jpg,1920,1080
Person,100,582,1660572000.jpg,1920,1080
Person,121,575,1660572000.jpg,1920,1080
Person,17,557,1660572000.jpg,1920,1080
Person,26,556,1660572000.jpg,1920,1080
Person,35,550,1660572000.jpg,1920,1080
Person,52,553,1660572000.jpg,1920,1080
Person,59,550,1660572000.jpg,1920,1080
Person,77,546,1660572000.jpg,1920,1080
Person,86,547,1660572000.jpg,1920,1080
Person,148,560,1660572000.jpg,1920,1080
Person,167,551,1660572000.jpg,1920,1080
Person,210,565,1660572000.jpg,1920,1080
Person,248,565,1660572000.jpg,1920,1080
Person,222,564,1660572000.jpg,1920,1080
Person,274,549,1660572000.jpg,1920,1080
Person,281,549,1660572000.jpg,1920,1080
Person,295,517,1660572000.jpg,1920,1080
Person,300,517,1660572000.jpg,1920,1080
Person,321,561,1660572000.jpg,1920,1080
Person,314,535,1660572000.jpg,1920,1080
Person,174,575,1660572000.jpg,1920,1080
Person,300,634,1660572000.jpg,1920,1080
Person,783,647,1660572000.jpg,1920,1080
Person,799,658,1660572000.jpg,1920,1080
Person,761,597,1660572000.jpg,1920,1080
Person,720,573,1660572000.jpg,1920,1080
Person,658,533,1660572000.jpg,1920,1080
Person,691,530,1660572000.jpg,1920,1080
Person,625,537,1660572000.jpg,1920,1080
Person,598,516,1660572000.jpg,1920,1080
Person,568,518,1660572000.jpg,1920,1080
Person,538,519,1660572000.jpg,1920,1080
Person,592,509,1660572000.jpg,1920,1080
Person,459,556,1660572000.jpg,1920,1080
Person,510,576,1660572000.jpg,1920,1080
Person,642,575,1660572000.jpg,1920,1080
Person,630,554,1660572000.jpg,1920,1080
Person,489,539,1660572000.jpg,1920,1080
Person,501,534,1660572000.jpg,1920,1080
Person,517,539,1660572000.jpg,1920,1080
Person,494,522,1660572000.jpg,1920,1080
Person,503,526,1660572000.jpg,1920,1080
Person,475,523,1660572000.jpg,1920,1080
Person,424,553,1660572000.jpg,1920,1080
